Username,Tweet,Retweet_Count,Favourite_Count,Date
=@tomaas26,@Barton_options good pt. maxed out resources in wuhan probly a major factor in deaths there. makes sense for other govts to keep close eye on how quickly resources r being taken up by covid19 patients rite now. the 2nd wave for asia ex china looks like about to pick up pace after sk's #s tonite.,0,1,20 28 2020 11:28.AM
=@DavidTXBrandon,@realcalvinn @realDonaldTrump @RichardGrenell Yeah.... WUHAN Would Be Good! ??,0,0,20 28 2020 11:28.AM
=@erichernan27,"@turnbolt11 put in perspective, when china reported 500-800 cases in late january, the epidemiologists predicted that in reality it was between 12,000 to 30,000 infected in wuhan",0,0,20 28 2020 11:28.AM
=@satviksoul,"=@RantingDosa What about some imported, Chinese bat soup from Wuhan for you",3,22,20 27 2020 11:27.AM
=@Ukrainik,"31JAN20 Johns Hopkins University release #coronavirus model based on passenger air travel between cities in China: ""We believe the outbreak began in November, and there were already hundreds of human cases of 2019-nCoV in Wuhan in early December""
https://t.co/U7pdPFJYgn
 #ncov19 https://t.co/uexoaPKC2Z",0,1,20 27 2020 11:27.AM
=@crypt0e,"@V2019N Diamond Princess numbers reflected on Wuhan alone are 2.53M infected, 7,700 dead, 114,400 critical. All numbers from Diamond Princess converted onto percents, and used as percents of 11M for Wuhan's population.",8,15,20 27 2020 11:27.AM
=@sinofreedom,"The website for G Newsis populated with headlines like “Breaking news: China will admit coronavirus coming from its P4 lab” and “Dead: founder of Canada’s P4 Lab, key to Wuhan coronavirus investigation.”
 https://t.co/nrBfdcUy3i",1,1,20 27 2020 11:27.AM
=@AskY213,"All this for 2000 deaths??       
#lies China deploys 40 incinerators to Wuhan amid fears of coronavirus death toll 'cover up' - Daily Star #coronavirus https://t.co/F9vI4G9ZM6",1,1,20 27 2020 11:27.AM
=@crypt0e,"@MackayIM Diamond Princess numbers reflected on Wuhan alone are 2.53M infected, 7,700 dead, 114,400 critical. All numbers from Diamond Princess converted onto percents and used as percents of 11M for Wuhan's population.",0,2,20 27 2020 11:27.AM
=@scottgrant2,@russian_market Book predicted it https://t.co/WKAhA4fvZQ,0,0,20 27 2020 11:27.AM
=@TheSoupOfLife,"China has deployed at least 40 industrial incinerators at the epicentre of #coronavirus outbreak in #Wuhan. The machines, can reportedly handle about five tons of material per day, are either being used to dispose of dead bodies or medical waste. https://t.co/XaK5wQSjvm",0,1,20 27 2020 11:27.AM
=@AaronCo63678331,"I tried to watch the Dem debate. About 11 seconds in, I decided I'd rather have a citizen from Wuhan China sneeze in my face..
?",0,0,20 26 2020 11:26.AM
=@FerransRichard,=@SethAbramson like a Wuhan TIME share,1,35,20 26 2020 11:26.AM
=@crypt0e,"@BNODesk Diamond Princess numbers reflected on Wuhan alone are 2.53M infected, 7,700 dead, 114,400 critical. All numbers from Diamond Princess converted onto percents, and used as percents of 11M for Wuhan's population.",0,6,20 26 2020 11:26.AM
=@crystal78243104,"According to the Southern Metropolis Daily, Ke Huibing, a professor of Huazhong University of Science and Technology, died at the age of 41 in Wuhan on February 19. Five professors of Huazhong University of Science and Technology have passed away within half a month. https://t.co/k9K4PJ1Krk",0,0,20 26 2020 11:26.AM
=@spookybun,"@Joosef @BNODesk @MisterAntiBully oh ffs. #COVID19. is killing more east Asians now because of proximity. it's killed 2 Iranians, and a us citizen in Wuhan. just you wait, it's going to kill a lot more 'white people' pretty soon.",0,5,20 26 2020 11:26.AM
=@Wuhan_Clan,"@DavidZuraCityTV @CityNewsVAN @NEWS1130 @BT_Vancouver Wow great job ""protestors"", that really accomplished a lot!! ?",0,6,20 26 2020 11:26.AM
=@RashidIran,"The US Masters of disasters. The Wuhan 400 virus planted by US. The Eyes of Darkness, author from US, book from US. Us changed virus from Gorki 400 to Wuhan 400. The threat was Russia initially, now it's China. Hence the move by US to cripple China https://t.co/zzJaITf4Xa",0,0,20 26 2020 11:26.AM
=@gsgs2,"@tefiebaker @cmyeaton China daily updates since Feb.12 have a paragraph for Hubei and Wuhan with 2 sets of ""suspected"" numbers (in google translation)",0,0,20 26 2020 11:26.AM
=@AbSabRana,"Being a true friend of China, Pakistan should send all such peers to Wuhan for treatment of coronovirus.. in either case Pakistan will be beneficial.... https://t.co/t8KKabXcBG",2,4,20 26 2020 11:26.AM
=@nCoVSurviving,Oooooooooooooooooh my God it's going to be a looooooooong year #COVID19 #SARSCoV2 #deaths #coronavirus #outbreak #Wuhan #coverup #China #pandemic #USA #Australia #UK #Japan #Singapore #California #Texas #Georgia #NYC #Florida #Hawaii #Chicago #HongKong #2019nCoV #CDC #US #NYC https://t.co/ByQYhUgXVF,5,12,20 26 2020 11:26.AM
=@Glorystar7777,Coronavirus Map: Tracking the Spread of the Outbreak - The New York Times????? https://t.co/zQVgJdsDNv,0,0,20 26 2020 11:26.AM
=@III_Means_Free,? SMOKING GUN: China Bought Weaponized Wuhan Virus From U.S.   https://t.co/5rU2NFuxCt,0,0,20 26 2020 11:26.AM
=@Jacquel53991286,"China invokes HOLOCAUST HORRORS as 40 mobile incineration ovens are deployed in Wuhan, labeled for disposal of “animal corpses” – https://t.co/Y1MHNrmM9q",0,0,20 26 2020 11:26.AM
=@veergarg,"India to evacuate some Myanmar nationals from #coronavirus hit
#Wuhan city, onboard C17 aircraft of @IAF_MCC which is being sent today with medical relief material to China.Special aircraft will bring many indians who cud'nt come during earlier evacuations.https://t.co/xS6nBRfD0l",0,0,20 25 2020 11:25.AM
=@TheQuint,LIVE | Two elderly #coronavirus patients from a quarantined cruise ship off Japan have died.  Follow for updates: https://t.co/9CM5TpzvRM,2,6,20 25 2020 11:25.AM
=@IsabelVillalon1,@WLaowai8 @shaneandmisty Thks for your answer. Pls check https://t.co/P1ABUyXIWO for no2 emissions during night at Wuhan. Amazing.,0,1,20 25 2020 11:25.AM
=@dannyone,If LOW was hiding in Wuhan; is that mean IGP accusing this country not sincere and not co- operate ? D,0,0,20 25 2020 11:25.AM
=@VKOOKcom,"@kyorai_ i am using part of the profit to donate and send items to wuhan hospitals for the doctors and nurses, please stop attacking if you know nothing https://t.co/NTA5eiEdOD",0,0,20 25 2020 11:25.AM
=@masuruha2,@EpochTimesChina @EpochTimes State run enterprise does not hold up under pressure. No rice or vegetables at Wuhan’s number 1 hospital.,0,0,20 25 2020 11:25.AM
=@Section_131,"@Jonewto @MarkDoyle00 @MackayIM I think the same is happening in the U.S. with the 800 State Dept workers from Wuhan, and the 300 people from the ship in Japan. Zero new cases? No way. You catch this just looking at someone that's traveled that part of the world.",0,0,20 25 2020 11:25.AM
=@BagginsArwen,Wish you luck.Pray many Japanese take you warning.Don't be the second Wuhan.? https://t.co/ReVvsjLd72,0,0,20 25 2020 11:25.AM
=@coronaviruscare,"Another senior doctor, Dr. Wang Ping of Wuhan hospital, has been infected by the novel coronavirus. This comes a day after Dr. Liu Zhiming died of #Covid19. https://t.co/UMmu1VuaUo",10,20,20 25 2020 11:25.AM
=@wm_yin,"@STSLPO These are the people who got ""arrested"" because they did not wear masks. Qinshan is a district in wuhan. They are forced to walk around and yell ""qinshan stay strong"" as a punishment....dark humor",0,0,20 24 2020 11:24.AM
=@hrothenb,China deploys 40 incinerators to Wuhan amid coronavirus outbreak  https://t.co/xfOehx2bAH,0,0,20 24 2020 11:24.AM
=@L_Wyman,What Is REALLY Happening In Wuhan???? https://t.co/M9kfguE9Pa via @YouTube,0,1,20 24 2020 11:24.AM
=@bMB3UlwwxjqYmfM,"If China's Wuhan is the primary source, the cruise ship is the secondary source.  If Japan had an organization like the CDC in the United States, it wouldn't be the case.  Politicians and bureaucrats should be taken seriously.",0,0,20 24 2020 11:24.AM
=@Gary13161261,"#COVID2019 Wuhan streets & Beijing streets MT. ALL provinces in China restricted. Economy stopped. Only 2,000 dead? CCP stop lying. Nobody believes you.

Text. https://t.co/kHtnZsvkpm",0,0,20 24 2020 11:24.AM
=@sarafinae,=@POTUS why doesn’t China get help from the world. the Chinese people in Wuhan are suffering.,0,0,20 24 2020 11:24.AM
=@DAILYSQUIB,"Actual China Covid-19 Death Toll Over 100,000 As More Mobile Incinerators Deployed - Daily Squib – WUHAN - China - Because of the number of deaths ... https://t.co/Szn2Cwk091 https://t.co/yzLx7eiaY1",0,0,20 24 2020 11:24.AM
=@GiaSails,=@the08143227 @Wuhan Thank you,0,1,20 23 2020 11:23.AM
=@WLaowai8,"=@IsabelVillalon1 @shaneandmisty Wuhan is a big city, the size of London. all I’m saying is, I haven’t seen any smoke or reports of any incinerators around whilst I was out a few days ago.",0,2,20 23 2020 11:23.AM
=@caulder_tara,China Deploys 40 Mobile Incinerators To Wuhan: Report | Zero Hedge https://t.co/07RuOBntPH,0,0,20 22 2020 11:22.AM
=@PhoeniX_TTG,"@RealSexyCyborg There is a huge difference between Chinese Medicine and Western Medicine. The US isn't going to use mandatory imprisonment like what was seen in Wuhan and other areas. Locking people in their homes, welding doors and SWAT-team style takedowns isn't a thing here for an illness.",0,0,20 22 2020 11:22.AM
=@citizentvkenya,Families in distress: Families demand evacuation of their kin from Wuhan. Wuhan is on lock-down following coronavirus outbreak.  Coronavirus has killed more than 2000 people in China  #DayBreak @Zindzi_K  @TrevorOmbija https://t.co/pAFaXbjkdw,0,6,20 22 2020 11:22.AM
=@flyinghuhu,I've come across somebody who is trying to sell masks to China. He sent my friend in Wuhan this certificate to prove himself to be a certified 3M mask-dealer. But I think it is fabricated. Can anyone tell me if this is a real certificate or not? @3M @3MNews @F https://t.co/uzj9VB1XXL,0,0,20 22 2020 11:22.AM
=@Lee26145797,"According to the data, the epidemic situation in Wuhan and Hubei has slowed down, but now the regulations are stricter here.
Everyone guesses why this is.
@aliciakennedy07 @GlenysThornton @LordTobySays @LordWeil @LadyBasildon @TomTugendhat @RhonddaBryant @AnnClwyd @StephenGethins https://t.co/ak5d57z1mX",0,0,20 22 2020 11:22.AM
=@iamahongkonger5,@XinqiSu They can just go to #Wuhan and lean a helping hand to Wuhan ppl and also thousands of hongkongers there.  Video can’t completely express their patriotism to their motherland  #WuhanCoronavirus  #ChinaCoronaVirus  #2019_nCov,0,0,20 22 2020 11:22.AM
=@microRNApro,2/18/17 https://t.co/aGhaGz8hGg Why didn't Charles M. Lieber and other academics see this coming to corrupt collaborators with the Chinese who brought us the new #coronavirus pathology from #Wuhan.,0,0,20 21 2020 11:21.AM
=@xxj0431,"=@JimBoblif @jimcramer Wuhan has much higher fatality Because of inadequate medical facilities and untimely treatment when hospitals are flooded with thousands of patients, things are much Better off Wuhan. see Mr. market has been up for two weeks, he is smart, you two are clueless.",0,0,20 21 2020 11:21.AM
=@israeljew613,I totally believe this is how carona started.   Gordon Chang: It is possible the coronavirus came from secret Wuhan bio lab https://t.co/7BQV91eEkF,0,0,20 21 2020 11:21.AM
=@citizensnipps,"=@Carmela70092778 @StormChasser16 @COVID_19NEWS They’re still looking into it. No one knows for sure. some say wild animal market, some say research facility in Wuhan, some think poached pangolins or bat soup, and others think a cave full of germs brewed it up. if I were to take a Guess I’d say research mishap or wild animals",0,1,20 21 2020 11:21.AM
=@TruthMatter6,"@georgebest1969 @wingcommander1 @Thoton @UnseenJapanSite ??As a Chinese, I am grateful for ?? people's sincere help on #COVID_2019?????As co-victim, your attention please??
https://t.co/OYtTsrBDb6
@Barton_options @chocolat_psyder @BB45_Colorado @GearoidReidy @gamayauber01 @StephaniaBecker @yukanakao_kyodo @willripleyCNN @fccjapan",1,2,20 21 2020 11:21.AM
=@TomthunkitsMind,"THIS IS A BIG PROBLEM.
WHAT WILL AMERICANS DO?
More than 30,000 pets have been left stranded after the Chinese government sealed off Wuhan following the #coronavirus outbreak ? https://t.co/JimojBvMHo 05
#FBR",8,6,20 21 2020 11:21.AM
=@Floridagirl1910,So many people are talking about the bio lab in Wuhan.   The coronavirus also mimics symtoms of the deadly flu virus If this virus is lab made...I wonder if they have taken the flu virus & combined it with a respiratory virus.  The #1 symptom of the flu is fever.  #coronavirus https://t.co/xegMjM9h4d,1,5,20 20 2020 11:20.AM
=@Lcba_jinjin,"#COVID?19 
@senfeinstein @SteveDaines @SenatorTester @SenAlexander @senatemajldr @realDonaldTrump @SenSanders @WhiteHouse 
According to the data, the epidemic situation in Wuhan and Hubei has slowed down, but now the regulations are stricter here.
Everyone guesses why this is. https://t.co/xPxZ7QNepI",0,0,20 20 2020 11:20.AM
=@Jedd47750014,Gordon Chang: It is possible the coronavirus came from secret Wuhan bio lab https://t.co/hg1OQ9dOee Not a virus of a secret Wuhan bio lab discovered by Joe Biden and crew but is the 100 year old ASIAN flu with element component growth.,0,0,20 20 2020 11:20.AM
=@brooklyenbudz,An updated chart on the Wuhan Coronavirus compared to other major viruses! #CoronaVirusUpdates #2019nC0V #Coronavirius #outbreak #ChinaWuHan https://t.co/EY43q5waYm,0,0,20 20 2020 11:20.AM
=@josephthavaraja,#coronavirus #fitness  #Beijing stays fit  #ChinaCoronaVirus #Corona #china #WuhanCoronavirus #coronaviruschina #WuhanOutbreak  #WuhanPneumonia  #Wuhan #CoronaVirusOutbreak #CCP #ncov2020 #CoronaVirusFacts #COVID19 #VirusCorona #outbreak #virusoutbreak https://t.co/D0ZOsIx9Mz,0,0,20 20 2020 11:20.AM
=@TaiwanNews886,#Taiwan confirms 24th case of #Wuhan #coronavirus. CECC is investigating how virus was transmitted to woman with no recent history of travel https://t.co/fwGg2Iyg4P https://t.co/hJle4h8BA2,4,5,20 20 2020 11:20.AM
=@FredWilliams77,"Whatever we don't know,  we at least know 1 thing, this virus is going 2 be here a long long time

#SARSCoV2
#covid19 #covid_19
#TerminatorChinaVirus 
#nCoV2020 #nCoV2019 #2019_nCov #2019nCoV 
 #coronavirusoutbreak 
#coronavirus 
#coronaviruschina 
#Wuhan #WuhanPneumonia #China https://t.co/wmIYMvP0F2",1,1,20 20 2020 11:20.AM
=@AllKindsOfYES,"1/2 Haven't been able to get in contact with my dakimakura printer and finally figured out why, they are right in Wuhan (So under quarantine) They said they'd get back to me possibly in a month (Really hoping for their safety. I've appreciated working with them over two years)",0,0,20 19 2020 11:19.AM
=@CAL101325,@WilliamYang120 Is Wuhan excluded from the province count OAO? Wuhan got 600+ new cases of #WuhanCoronavirus but Hubei total was 300+?,0,0,20 19 2020 11:19.AM
=@DeWuhan,"The fella who helped by video call is an #everydayhero, @CGTNOfficial please send me the full story for my #wuhan hero list! 
#wuhan #china #COVID2019 https://t.co/tpY0ePhBho",0,0,20 19 2020 11:19.AM
=@jzj_rocknroll,"“I don’t quite understand why the Wuhan Municipal Health Commission included the contact history related to the seafood market as a necessary condition in the criteria,” said one doctor from a Hubei provincial hospital. 

Me neither! https://t.co/lUomFawUkd",0,0,20 19 2020 11:19.AM
=@iamahongkonger5,@usssnonichijyou There is no respect to human rights in #China as all are about propaganda.  #WuhanCoronavirus  #Wuhan #wuhanflu,0,0,20 19 2020 11:19.AM
=@CGTNTravel,The news of the novel #coronavirus pneumonia in Wuhan perhaps bothered passengers on board little as they enjoyed their vacation. #Coronavirustruth #Covid_19  https://t.co/FKYkXUBtYT,0,0,20 19 2020 11:19.AM
=@anhisu7,@EricKlemstein @Rectitude20 @warriormama1019 No problem. So I can go dance the Macarena with them. ??  https://t.co/TQ1x0o2SNU,0,0,20 18 2020 11:18.AM
=@JohnnyBearcat,@AirAeon Got a spam text from Bernie HQ asking if I was onboard. I replied that I would rather a Wuhan resident cough in my face than support a coummunist. Maybe now they'll take me off their text list.,0,2,20 18 2020 11:18.AM
=@Secret_Swervice,What Is REALLY Happening In Wuhan???? https://t.co/d7sSFGs365 via @YouTube,0,0,20 18 2020 11:18.AM
=@KaliPatriot,you can find a lot out when you read the comments left in youtube videos on Wuhan outbreak use your translator and it will blow your mind what the Chinese are saying!,0,0,20 18 2020 11:18.AM
=@ThaiPBSWorld,A team of scientists have debunked conspiracy theories that the novel coronavirus that first emerged in Wuhan was engineered and originated in a Chinese laboratory. #covid19 #WuhanCoronavirus  https://t.co/BUF0GejEzE https://t.co/kPh9TeQkgw,1,1,20 18 2020 11:18.AM
=@BullSyndicate,I have found a way to cut in line at busy restaurants.  I simply ask my wife how her visit to #wuhan went this week while she coughs. It works every time. #Coronavirius #rickygervais @rickygervais,0,1,20 18 2020 11:18.AM
=@MahmudRezaKhan1,Developing: The Iraninan hospital in Qom is removing all non-critical patients. They are going to be using that hospital as a quarantine treatment center for new cases of #COVID19 much like China has done in Wuhan. https://t.co/T7WRbSMCDM,3,1,20 17 2020 11:17.AM
=@LumpyGravy3,=@catturd2 lick doorknobs in Wuhan,0,0,20 17 2020 11:17.AM
=@SJWsAttackAll,@V2019N ? 6 weeks in was when China announced 1 confirmed death and 40 suspected cases: Dec 1 to Jan 15.    Right after that was when 4.5 mil people left Wuhan for Lunar new year.  We are roughly 4 weeks on and the spread looks like what would be expected.,0,1,20 17 2020 11:17.AM
=@shaneandmisty,@WLaowai8 I'm sorry to hear that. Keep you and your family safe. Your the Twitter world's eyes and ears in #Wuhan. Keep up the great work!,0,1,20 17 2020 11:17.AM
=@xhaowenx,;((( I wanna travel agn. This 2 months break is the best to travel sia cbb but that stupid Wuhan virus knn https://t.co/yAykyMFjXf,0,4,20 17 2020 11:17.AM
=@Ademola85644569,"""It is going to be OK, and I am not worried,"" a 60-year-old retired worker in Wuhan said. ""Throughout history, #Wuhan has suffered a lot of disasters, such as the great flood in 1998, but every time we have overcome them.""  #coronavirus #COVID19",0,2,20 17 2020 11:17.AM
=@masakiunai4649,"=@bbcnewsjapan he is a left-wing activist trying to overturn the administration. he used to live in China and have been in favor of CCP. at first, he openly insisted Wuhan virus was not dangerous in defense of China and misled Japanese people. I advise you not to take his words seriously.",0,0,20 17 2020 11:17.AM
=@AdrianHuang19,There's rumor said that in Wuhan police killed a man without facemask with fists& batons during the conflict.The man had already died before the ambulance came.The ambulance refused to take the body to funeral parlor.Finally the police claimed the man died of #COVID2019 #???? https://t.co/tbFLDStlCQ,0,1,20 16 2020 11:16.AM
=@winsthatcher,@MichelleBoehle1 @Wuhan_Clan @SuzannePhan What's the house special? ?,0,0,20 16 2020 11:16.AM
@08_Smith_04,=@almostjingo fly to Wuhan lick door handle > vote for any of these clowns,0,0,20 16 2020 11:16.AM
=@thewriterjh,"=@CBS_Herridge the FDA has stopped inspections of China imports of medicines. China is a major maker of drugs,to the U.S. What would you Do to protect America. Manufacturing is primarily the same region as Wuhan
                                                                                                                                                                                                                                                                for President candidates",0,0,20 16 2020 11:16.AM
@08_Smith_04,@RubinReport I'd rather go to Wuhan China right now and lick the nearest door handle vs vote for any of these clowns...,0,0,20 16 2020 11:16.AM
=@RepublicaNepal,"On Sunday morning, 175 Nepali nationals, mostly students, were brought back home from China and they have been kept at a quarantine facility at Kharipati for 14 days. https://t.co/hQ84ZVBu7G",1,1,20 15 2020 11:15.AM
=@auntchris,Gordon Chang: It is possible the coronavirus came from secret Wuhan bio lab https://t.co/Qer2FRQpgs,0,0,20 15 2020 11:15.AM
=@ForrestRoche,=@dakilakim @DrEricDing one American died in Wuhan.,0,0,20 15 2020 11:15.AM
=@RideTheWorld2,"=@ANI @realDonaldTrump you should Go to Wuhan China to Check on the progress There and see if you Can fix it, and take the family too.",0,0,20 15 2020 11:15.AM
=@maymay77mama,@OnsenLieutenant It was too big to deal with for one country. Over 3000 people. Japanese already have problem finding the place to quarantine their evacuated people from wuhan.,0,1,20 15 2020 11:15.AM
=@thewriterjh,"The FDA has stopped inspections of China imports of medicines. China is a major maker of drugs,to the U.S. what would you do to protect America. Manufacturing is primarily the same region as wuhan 
@NBCNews",0,0,20 15 2020 11:15.AM
=@ChinaDaily,"""It is going to be OK, and I am not worried,"" a 60-year-old retired worker in Wuhan said. ""Throughout history, #Wuhan has suffered a lot of disasters, such as the great flood in 1998, but every time we have overcome them.""  #coronavirus #COVID19",12,41,20 15 2020 11:15.AM
=@ZyroFoxtrot,"China invokes HOLOCAUST HORRORS as 40 mobile incineration ovens are deployed in Wuhan, labeled for disposal of “animal corpses”

https://t.co/idOrWAd8NN",4,3,20 14 2020 11:14.AM
=@Da_Show_Stopper,40 Mobile incinerators deployed to Wuhan. Wuhan medics have deployed the incinerators to deal with the virus. Burn dead bodies that they have no room for #IMO #coronavirus #nCoV #CoronaOutbreak #WHO #Pandemic #Epidemic #China #SARS #H1N1 #NCP #COVID19 https://t.co/lfkGhIa6Xs,3,0,20 14 2020 11:14.AM
=@MoonDduDdu,they should put the whole city into a quarantine like China did for wuhan.... https://t.co/RKC1SXU029,0,1,20 14 2020 11:14.AM
=@Rajat27336576,@RanaAyyub Joker ??? he should talk about thousands of Pakistanis students stranded in Wuhan/China and are watching death but Paki slave govt is unable to rescue them from China.,0,0,20 14 2020 11:14.AM
=@josephthavaraja,#Asia calls for #china flight ban  #airtravel  #coronavirus #ChinaCoronaVirus #Corona #china #WuhanCoronavirus #coronaviruschina #WuhanOutbreak  #WuhanPneumonia  #Wuhan #CoronaVirusOutbreak #CCP #ncov2020 #CoronaVirusFacts #COVID19 #VirusCorona #outbreak #virusoutbreak https://t.co/EAZtLnumpP,1,0,20 14 2020 11:14.AM
=@DannyLo97768522,#cgtn #cctv #china #cbc #cnn #bbc #japan #korea #toronto #CTV #cnbc #nbc #abc #cbs #Germany #Singapore #Philippines #russia #MSNBC #Wuhan #Vancouver #INDIGENOUS #TAIRP  @AmericanIndian8  Watch American military vehicle trying to run Russia police vehicle off the road in #Syria! https://t.co/sSp4RTuGDS,1,1,20 14 2020 11:14.AM
=@monsieurhistory,"Sure hope nobody at the #TrumpRallyPhoenix has been to Wuhan, China or has the Corona Virus. 

That would be...such a tragedy.",1,1,20 14 2020 11:14.AM
=@Sreyrot79159121,"#Japanese health authorities confirmed 88 more cases of #Coronavirus on a quarantined #DiamondPrincess cruise ship, bringing the total 542. The number is by far the largest outside China.
#COVID #COVID19 #China #wuhan #???? #coronavirus",0,3,20 14 2020 11:14.AM
=@aaaaaaronlk,@WLaowai8 Some previously confirmed cases were deducted today. Newly confirmed cases in Wuhan alone were 615.,0,1,20 13 2020 11:13.AM
=@Wuhan_Clan,=@TheRichmondNews What a waste of money,0,1,20 13 2020 11:13.AM
=@Daniel1470Wh,Novel coronavirus(2019-nCoV)outbreak Fighting new coronaviruses(Wuhan pn... https://t.co/3DflrnHXSy ?? @YouTube,3,3,20 13 2020 11:13.AM
=@DavidFeng,"Look at how they’re fucking with the figures. Wuhan has 600-ish figures and to get to that, they had to TAKE AWAY other cases from other cities. YOU DON’T DO THAT IN A PANDEMIC! https://t.co/976zeQ49JN",1,3,20 13 2020 11:13.AM
=@JeremyBrownJun2,@WilliamYang120 They are making it consistent with the initial research done in HK where they predicted 75k cases in Wuhan. Lol,0,0,20 13 2020 11:13.AM
=@lesfairchild,"@ChinaDaily Praying for you Wuhan. I can’t imagine this burden. We are rooting for you, mourning with you and admiring your strength from afar. #coronavirus",0,1,20 13 2020 11:13.AM
=@ThomasTuanTran,@SYC999 Got a feeling the people all over China will revolt and exterminate the CCP !!!!!   The CCP has proven itself to be the deadlier virus than the Wuhan Corona virus COVID-19  !!!!!,0,1,20 13 2020 11:13.AM
=@Corona_chan_,"Tedros, You're fired!
??
https://t.co/NkaCos8Ld5
#coronaviruschina #Pndahugger
#coronachan #corona_chan #?????? #?????????? #WuhanVirus #?? #coronavirus_chan #Ebola #ebolachan #ebola_chan #?????? #WuhanCoronavirus #Wuhan #coronavirusoutbreak #coronavirus",1,3,20 13 2020 11:13.AM
=@ShawnLivingLife,China doesn't care about the lives of there people. They have concentration camps for Muslims & for Wuhan flu sufferers.,0,2,20 12 2020 11:12.AM
=@josephthavaraja,#coronavirus here to stay- will not die like #sars but will remain like influenza to infect humanity   #ChinaCoronaVirus #Corona #china #WuhanCoronavirus #coronaviruschina #WuhanOutbreak  #WuhanPneumonia  #Wuhan #CoronaVirusOutbreak #CCP #ncov2020 #CoronaVirusFacts #COVID19 https://t.co/com1m2Y5Wr,0,0,20 12 2020 11:12.AM
=@sheepgary,"@XinqiSu If you police force really want to help Wuhan, go there!  Just shouting slogan won’t help, it just further demonstrate the world #HKPolice are all cowards!",0,0,20 12 2020 11:12.AM
=@marcusfrei,"@LgSOS @chymene47 @jenniferatntd @lifebiomedguru It sounds strange to me, as vaccines are not somehow ""released"", instead one has to vaccinate many people individually in large campaigns. Is he claiming this happened in Wuhan? Maybe a translation problem?",0,0,20 11 2020 11:11.AM
=@ItsNotPersonal0,@OrangeVol1321 @ADH6626 @menendez_ron @YTianDJY 20X more deadly than the flu based on apples to apples for the time frame in question.  You can’t compare 2 full years of data to 2.5mo of data.  We can compare 2yr from now I suppose.    https://t.co/TlRi5tBn5J https://t.co/peUpyeyJfA,0,2,20 11 2020 11:11.AM
=@conlibrarian,RIPPLE EFFECT: Huge disruptions in pharmaceutical supplies reported in INDIA after Wuhan coronavirus disrupts production in China https://t.co/jgs0vCObos,0,0,20 11 2020 11:11.AM
=@RobbieRosamelia,"Oh yes, Mike. The CCP is very concerned about their people dying. I mean, look at how successfully they’re responding in Wuhan! #DemocraticDebate",0,2,20 11 2020 11:11.AM
=@awesome_13358,"Iwata initially said that the Wuhan coronavirus isn't dangerous and that no mask is needed. He calls people who are different from his thoughts ""cockroaches"". He is a racist.  
And the left-winger. His purpose was to disrupt Japan.
#KentaroIwata
#Diamond_Princess 
#coronavirus https://t.co/UzxeCEnME6",0,1,20 11 2020 11:11.AM
=@Reality_Index,"Head nurse Cai Liping of #Wuchang Hospital died of #coronavirus infection in #Wuhan. When the van transporting her body drove away, a man tried to grab the van and see her one last time That's her husband, a doctor working for the same hospital -:heartbreaking  #china via Twitter https://t.co/RCq0c9nBEf",2,1,20 11 2020 11:11.AM
=@TaiwanNews886,"China changes Wuhan coronavirus counting scheme again, confirmed cases drop https://t.co/bjspwgyN4z https://t.co/wG5thtRcu6",2,1,20 11 2020 11:11.AM
=@China__Focus,"China has gone all out to treat COVID-19 patients both with mild symptoms & in severe conditions alike in the epicenter city of Wuhan as the number of hospital beds reserved for COVID-19 patients has risen to about 40,000 & the supporting medical personnel over 30,000 https://t.co/8ga8Ynvbum",0,5,20 11 2020 11:11.AM
=@Sreyrot79159121,"#LiuZhiming, director of the #Wuchang hospital in #Wuhan, died of the #Coronavirus.His death renew criticism that the govt has not done enough to protect frontline medical workers many of them are overworked and overstretched #COVID #COVID19 #China #wuhan #???? #coronavirus",0,3,20 11 2020 11:11.AM
=@rzhongnotes,"'Can I calmly say ""let's sacrifice them, in order for history to advance?"" This time I find myself facing this question, because my family is being threatened right now- they're in Hubei right now. They're in Wuhan right now. '",0,0,20 10 2020 11:10.AM
=@TomekTom13,Coronavirus: The noted victims of the virus in Wuhan https://t.co/pM1HBNf3b6,0,0,20 10 2020 11:10.AM
=@gratmccall,@globaltimesnews @layzhang While wuhan burns... https://t.co/lefeMxZieR,0,2,20 10 2020 11:10.AM
=@_donaldson,Lick doorknobs in Wuhan. https://t.co/7NiQo33xz4,1,4,20 10 2020 11:10.AM
=@CourageSower,#foodworldorder #holyhexes #mediamemes Dean Koontz wrote about Wuhan 400. A man made virus made in a lab in Wuhan that spreads globally in 2020. https://t.co/BypS4guwyv,0,1,20 10 2020 11:10.AM
=@Onesetoflaws,Why in the hell would China send 40 industrial size incinerators to Wuhan?? Are there that many dead people? WTF is really going on?,5,14,20 10 2020 11:10.AM
=@poandpo,"China reports 1,749 new confirmed cases of Wuhan coronavirus infection, 136 new deaths https://t.co/gMnlPSzndC #Health https://t.co/eQQT8822Zi #115",0,0,20 10 2020 11:10.AM
=@FredWilliams77,"@RallyPoint7 This outbreak is like a slow motion horror movie, where most people r oblivious to the monster that is about to kill them
#SARSCoV2
#covid19 #covid_19
#TerminatorChinaVirus 
#nCoV2020 #nCoV2019 #2019_nCov #2019nCoV 
 #coronavirusoutbreak 
#coronavirus 
#coronaviruschina 
#Wuhan",2,12,20 10 2020 11:10.AM
